227.0,82.0,54.0,198.0
226.0,82.0,54.0,197.0
226.0,81.0,53.0,197.0
226.0,81.0,52.0,196.0
225.0,81.0,52.0,195.0
225.0,81.0,51.0,194.0
224.0,81.0,51.0,193.0
224.0,81.0,51.0,192.0
224.0,81.0,50.0,192.0
223.0,81.0,51.0,192.0
223.0,81.0,50.0,191.0
223.0,81.0,50.0,191.0
223.0,81.0,49.0,191.0
223.0,81.0,49.0,190.0
222.0,81.0,49.0,190.0
222.0,81.0,49.0,190.0
222.0,81.0,48.0,189.0
221.0,81.0,50.0,190.0
219.0,82.0,52.0,189.0
218.0,82.0,54.0,189.0
217.0,82.0,55.0,189.0
213.0,84.0,61.0,186.0
209.0,85.0,66.0,184.0
206.0,85.0,70.0,184.0
203.0,86.0,74.0,183.0
201.0,86.0,76.0,182.0
199.0,87.0,79.0,180.0
197.0,88.0,82.0,178.0
195.0,88.0,84.0,178.0
193.0,89.0,87.0,176.0
190.0,90.0,91.0,174.0
188.0,91.0,93.0,173.0
186.0,91.0,96.0,172.0
184.0,92.0,99.0,170.0
182.0,93.0,102.0,168.0
180.0,93.0,104.0,167.0
178.0,94.0,107.0,165.0
176.0,95.0,110.0,163.0
174.0,95.0,113.0,163.0
172.0,96.0,116.0,161.0
170.0,97.0,118.0,159.0
168.0,98.0,121.0,157.0
166.0,98.0,124.0,156.0
164.0,99.0,127.0,154.0
162.0,100.0,129.0,152.0
161.0,102.0,132.0,149.0
160.0,104.0,134.0,147.0
159.0,106.0,137.0,144.0
157.0,108.0,140.0,141.0
156.0,110.0,142.0,139.0
155.0,112.0,145.0,136.0
154.0,114.0,147.0,134.0
152.0,115.0,151.0,132.0
151.0,117.0,153.0,130.0
150.0,119.0,155.0,127.0
149.0,121.0,158.0,124.0
148.0,123.0,160.0,122.0
146.0,125.0,163.0,119.0
145.0,127.0,166.0,117.0
144.0,128.0,167.0,115.0
143.0,130.0,169.0,112.0
142.0,131.0,171.0,110.0
141.0,132.0,172.0,108.0
139.0,133.0,175.0,106.0
138.0,134.0,176.0,104.0
137.0,135.0,178.0,102.0
136.0,137.0,180.0,99.0
135.0,138.0,181.0,97.0
134.0,139.0,183.0,95.0
132.0,140.0,185.0,93.0
131.0,141.0,187.0,91.0
130.0,142.0,189.0,89.0
129.0,144.0,190.0,87.0
128.0,145.0,191.0,85.0
128.0,146.0,192.0,83.0
128.0,147.0,192.0,81.0
127.0,148.0,193.0,79.0
127.0,149.0,194.0,77.0
126.0,150.0,195.0,75.0
126.0,151.0,195.0,73.0
125.0,153.0,197.0,70.0
125.0,154.0,197.0,69.0
125.0,155.0,197.0,67.0
124.0,156.0,199.0,65.0
124.0,157.0,199.0,63.0
123.0,158.0,200.0,61.0
123.0,159.0,200.0,59.0
123.0,160.0,201.0,58.0
122.0,160.0,202.0,59.0
122.0,161.0,202.0,58.0
122.0,161.0,203.0,58.0
122.0,161.0,203.0,58.0
122.0,162.0,203.0,57.0
121.0,162.0,205.0,57.0
121.0,163.0,205.0,56.0
121.0,163.0,205.0,57.0
121.0,163.0,206.0,57.0
121.0,162.0,206.0,57.0
121.0,162.0,205.0,57.0
121.0,161.0,205.0,57.0
121.0,160.0,205.0,58.0
121.0,159.0,204.0,58.0
122.0,158.0,203.0,58.0
122.0,158.0,203.0,58.0
122.0,157.0,203.0,58.0
122.0,156.0,202.0,59.0
122.0,155.0,202.0,59.0
122.0,154.0,202.0,60.0
122.0,153.0,201.0,60.0
123.0,153.0,201.0,60.0
123.0,153.0,201.0,60.0
123.0,152.0,201.0,60.0
124.0,152.0,200.0,60.0
124.0,152.0,200.0,60.0
125.0,151.0,200.0,60.0
125.0,151.0,200.0,60.0
125.0,150.0,200.0,61.0
126.0,150.0,199.0,60.0
126.0,150.0,199.0,60.0
126.0,149.0,200.0,61.0
127.0,149.0,199.0,61.0
127.0,149.0,199.0,61.0
127.0,149.0,199.0,61.0
127.0,149.0,198.0,61.0
126.0,150.0,199.0,60.0
126.0,150.0,199.0,60.0
126.0,150.0,199.0,60.0
126.0,150.0,199.0,61.0
126.0,150.0,199.0,61.0
126.0,151.0,199.0,60.0
126.0,151.0,198.0,60.0
123.0,151.0,199.0,60.0
120.0,152.0,199.0,59.0
117.0,152.0,199.0,59.0
114.0,153.0,200.0,58.0
111.0,153.0,200.0,58.0
108.0,154.0,200.0,57.0
105.0,155.0,200.0,55.0
103.0,155.0,200.0,55.0
100.0,156.0,200.0,54.0
97.0,156.0,200.0,54.0
94.0,157.0,201.0,53.0
91.0,157.0,201.0,53.0
86.0,157.0,201.0,53.0
82.0,157.0,201.0,53.0
78.0,156.0,200.0,54.0
73.0,156.0,201.0,53.0
69.0,155.0,200.0,54.0
65.0,155.0,200.0,54.0
60.0,155.0,201.0,54.0
56.0,154.0,200.0,55.0
52.0,154.0,200.0,54.0
47.0,154.0,200.0,54.0
43.0,153.0,200.0,55.0
39.0,153.0,199.0,55.0
37.0,153.0,199.0,54.0
34.0,152.0,200.0,55.0
32.0,152.0,199.0,54.0
30.0,152.0,199.0,53.0
27.0,152.0,200.0,53.0
25.0,152.0,200.0,52.0
23.0,151.0,199.0,53.0
21.0,151.0,199.0,52.0
22.0,151.0,198.0,51.0
23.0,150.0,197.0,52.0
24.0,150.0,196.0,52.0
25.0,149.0,195.0,52.0
27.0,149.0,193.0,52.0
28.0,148.0,192.0,52.0
29.0,147.0,190.0,53.0
30.0,147.0,189.0,53.0
