333.0,183.0,75.0,96.0
342.0,184.0,74.0,93.0
351.0,186.0,73.0,90.0
360.0,187.0,72.0,87.0
365.0,185.0,69.0,88.0
369.0,184.0,66.0,87.0
373.0,182.0,64.0,88.0
374.0,180.0,64.0,87.0
374.0,178.0,65.0,87.0
375.0,176.0,65.0,87.0
375.0,175.0,66.0,86.0
376.0,173.0,66.0,86.0
375.0,173.0,66.0,85.0
374.0,173.0,65.0,84.0
373.0,174.0,65.0,83.0
373.0,175.0,65.0,83.0
378.0,172.0,63.0,82.0
381.0,173.0,63.0,82.0
384.0,174.0,63.0,82.0
386.0,176.0,64.0,81.0
387.0,176.0,64.0,81.0
388.0,176.0,64.0,81.0
390.0,176.0,63.0,81.0
389.0,174.0,63.0,82.0
388.0,173.0,64.0,81.0
388.0,171.0,63.0,82.0
387.0,170.0,63.0,81.0
389.0,171.0,65.0,81.0
391.0,172.0,66.0,80.0
393.0,172.0,66.0,81.0
396.0,175.0,67.0,80.0
400.0,177.0,66.0,81.0
405.0,182.0,66.0,81.0
410.0,187.0,66.0,81.0
414.0,193.0,70.0,82.0
420.0,196.0,69.0,78.0
426.0,200.0,69.0,74.0
427.0,195.0,69.0,75.0
428.0,190.0,69.0,77.0
427.0,181.0,69.0,77.0
427.0,172.0,69.0,78.0
429.0,164.0,67.0,82.0
426.0,157.0,68.0,83.0
423.0,150.0,69.0,84.0
420.0,143.0,70.0,85.0
418.0,138.0,69.0,85.0
416.0,134.0,68.0,84.0
412.0,134.0,69.0,84.0
409.0,134.0,69.0,84.0
404.0,138.0,68.0,86.0
400.0,143.0,66.0,87.0
395.0,152.0,67.0,81.0
392.0,156.0,64.0,83.0
388.0,161.0,65.0,82.0
384.0,165.0,66.0,82.0
379.0,167.0,66.0,82.0
382.0,171.0,66.0,81.0
382.0,177.0,68.0,80.0
382.0,176.0,68.0,78.0
384.0,174.0,68.0,79.0
386.0,173.0,68.0,79.0
388.0,169.0,68.0,78.0
390.0,164.0,68.0,79.0
397.0,158.0,66.0,84.0
406.0,152.0,67.0,85.0
412.0,150.0,70.0,86.0
418.0,148.0,72.0,86.0
424.0,146.0,74.0,87.0
430.0,144.0,77.0,88.0
434.0,146.0,76.0,88.0
438.0,148.0,74.0,87.0
442.0,150.0,73.0,87.0
446.0,152.0,72.0,86.0
450.0,154.0,71.0,86.0
454.0,156.0,70.0,86.0
452.0,157.0,72.0,84.0
451.0,158.0,73.0,82.0
450.0,159.0,74.0,80.0
449.0,160.0,75.0,78.0
449.0,160.0,75.0,79.0
450.0,161.0,74.0,79.0
450.0,162.0,74.0,78.0
454.0,154.0,69.0,85.0
453.0,153.0,69.0,84.0
452.0,151.0,69.0,85.0
451.0,150.0,70.0,85.0
450.0,148.0,70.0,85.0
449.0,147.0,71.0,85.0
448.0,146.0,71.0,85.0
448.0,144.0,70.0,85.0
447.0,143.0,71.0,85.0
446.0,141.0,71.0,86.0
445.0,140.0,71.0,86.0
443.0,136.0,71.0,86.0
441.0,133.0,71.0,85.0
439.0,129.0,71.0,86.0
438.0,126.0,69.0,85.0
436.0,122.0,69.0,86.0
434.0,118.0,69.0,86.0
432.0,115.0,69.0,85.0
430.0,111.0,68.0,86.0
431.0,108.0,65.0,86.0
432.0,105.0,62.0,86.0
432.0,108.0,62.0,86.0
432.0,111.0,62.0,86.0
434.0,114.0,62.0,82.0
436.0,118.0,63.0,76.0
436.0,121.0,62.0,77.0
437.0,124.0,60.0,77.0
434.0,128.0,64.0,78.0
433.0,137.0,62.0,71.0
430.0,141.0,63.0,65.0
431.0,146.0,57.0,72.0
431.0,148.0,56.0,70.0
429.0,150.0,54.0,70.0
426.0,149.0,54.0,74.0
426.0,154.0,52.0,64.0
422.0,152.0,55.0,67.0
424.0,149.0,54.0,68.0
421.0,152.0,56.0,65.0
427.0,150.0,49.0,68.0
425.0,156.0,51.0,62.0
426.0,164.0,47.0,58.0
430.0,169.0,42.0,60.0
432.0,178.0,30.0,61.0
434.0,187.0,26.0,53.0
435.0,190.0,24.0,55.0
435.0,194.0,24.0,56.0
434.0,196.0,40.0,61.0
434.0,198.0,56.0,66.0
435.0,205.0,57.0,60.0
436.0,211.0,57.0,55.0
